Receipt Item Detail;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cabang : All Branch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alamat : -;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Staff : All Staff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Periode : 01/01/2025 - 31/01/2025 00:00 - 23:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No. Receipt;Reff No.;Transaction Date;Store;Order Type;Cashier;Customer;Payment Type;Type;Repayment Date;Table No.;Settlement No.;Item Name;Category;Sub Category;Modifier;Qty;Unit Price;Item Sales;Discount Item;Discount Bill;Amount Redeem;Net Sales;Service Persen;Service;Delivery;Tax Persen;Tax;Comm Fee;Gratuity;Rounding;DP Pemesanan;Total;Company Name;Telepon;Telepon WA;Email;Alamat;No. Rekening;Nama Pemilik Rekening;Bill Counter
0010100008;121690010105012517170200008;2025-01-05 17:17:02;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0010;LYCHEE TEA;TEA;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100008;121690010105012517170200008;2025-01-05 17:17:02;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0010;MINERAL WATER;ADDITIONIONAL BAR;;;1; 3.000 ; 3.000 ; 0 ; 0 ; 0 ; 3.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3.000 ;Neo Station;;;;;;;-
0010100008;121690010105012517170200008;2025-01-05 17:17:02;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0010;NASI PUTIH;Additional Kitchen;;;1; 5.000 ; 5.000 ; 0 ; 0 ; 0 ; 5.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 5.000 ;Neo Station;;;;;;;-
0010100009;121690010105012517272600009;2025-01-05 17:27:26;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0010;Painting Bundling;Bundling Package;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100011;121690010105012519290000011;2025-01-05 19:29:00;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0010;Painting Bundling;Bundling Package;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100011;121690010105012519290000011;2025-01-05 19:29:00;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0010;HOT TOFU CRISPY;LIGHT MEALS;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100005;121690010105012516320200005;2025-01-05 19:40:18;NEO STATION;DINE IN;OCES;;cash;Sale;;tamu 9;25-0010;BLACK TEA;TEA;;;1; 15.000 ; 15.000 ; 0 ; 0 ; 0 ; 15.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 15.000 ;Neo Station;;;;;;;-
0010100005;121690010105012516320200005;2025-01-05 19:40:18;NEO STATION;DINE IN;OCES;;cash;Sale;;tamu 9;25-0010;EJ PEACE FRIED RICE;TEPPANYAKI FRIED RICE;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100005;121690010105012516320200005;2025-01-05 19:40:18;NEO STATION;DINE IN;OCES;;cash;Sale;;tamu 9;25-0010;LYCHEE TEA;TEA;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100005;121690010105012516320200005;2025-01-05 19:40:18;NEO STATION;DINE IN;OCES;;cash;Sale;;tamu 9;25-0010;CHICKEN TERIYAKI;MAIN COURSE ASIAN;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100010;121690010105012519213000010;2025-01-05 19:52:05;NEO STATION;DINE IN;OCES;bpck;QR MANDIRI;Sale;;tamu 13;25-0010;Cucum Girl;SPARKLING SERIES;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100010;121690010105012519213000010;2025-01-05 19:52:05;NEO STATION;DINE IN;OCES;bpck;QR MANDIRI;Sale;;tamu 13;25-0010;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;2; 25.000 ; 50.000 ; 0 ; 0 ; 0 ; 50.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 50.000 ;Neo Station;;;;;;;-
0010100010;121690010105012519213000010;2025-01-05 19:52:05;NEO STATION;DINE IN;OCES;bpck;QR MANDIRI;Sale;;tamu 13;25-0010;MINERAL WATER;ADDITIONIONAL BAR;;;3; 3.000 ; 9.000 ; 0 ; 0 ; 0 ; 9.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 9.000 ;Neo Station;;;;;;;-
0010100013;121690010105012520253100013;2025-01-05 20:25:31;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0010;Salted Creamy Coffee;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100014;121690010105012521011100014;2025-01-05 21:01:11;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0010;EJ PEACE FRIED RICE;TEPPANYAKI FRIED RICE;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100014;121690010105012521011100014;2025-01-05 21:01:11;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0010;SPAGHETTI CARBONARA;PASTA;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100014;121690010105012521011100014;2025-01-05 21:01:11;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0010;Painting Bundling;Bundling Package;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100014;121690010105012521011100014;2025-01-05 21:01:11;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0010;poetry sunset;SPARKLING SERIES;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100015;121690010105012521081900015;2025-01-05 21:08:19;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0010;poetry sunset;SPARKLING SERIES;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100015;121690010105012521081900015;2025-01-05 21:08:19;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0010;tropical day;SPARKLING SERIES;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100015;121690010105012521081900015;2025-01-05 21:08:19;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0010;MIX PLATTER;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100016;121690010105012521431700016;2025-01-05 21:43:17;NEO STATION;DINE IN;OCES;nando;cash;Sale;;;25-0010;EJ PEACE FRIED RICE;TEPPANYAKI FRIED RICE;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100016;121690010105012521431700016;2025-01-05 21:43:17;NEO STATION;DINE IN;OCES;nando;cash;Sale;;;25-0010;GYOZA;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100016;121690010105012521431700016;2025-01-05 21:43:17;NEO STATION;DINE IN;OCES;nando;cash;Sale;;;25-0010;GREENTEA LATTE;NON COFFEE;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100016;121690010105012521431700016;2025-01-05 21:43:17;NEO STATION;DINE IN;OCES;nando;cash;Sale;;;25-0010;Salted Creamy Coffee;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100012;121690010105012519594000012;2025-01-05 22:17:00;NEO STATION;DINE IN;OCES;kiki;cash;Sale;;tamu 12;25-0010;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;3; 25.000 ; 75.000 ; 0 ; 0 ; 0 ; 75.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 75.000 ;Neo Station;;;;;;;-
0010100012;121690010105012519594000012;2025-01-05 22:17:00;NEO STATION;DINE IN;OCES;kiki;cash;Sale;;tamu 12;25-0010;MINERAL WATER;ADDITIONIONAL BAR;;;2; 3.000 ; 6.000 ; 0 ; 0 ; 0 ; 6.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 6.000 ;Neo Station;;;;;;;-
0010100012;121690010105012519594000012;2025-01-05 22:17:00;NEO STATION;DINE IN;OCES;kiki;cash;Sale;;tamu 12;25-0010;CHICKEN KARAAGE;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100012;121690010105012519594000012;2025-01-05 22:17:00;NEO STATION;DINE IN;OCES;kiki;cash;Sale;;tamu 12;25-0010;CHOCOLATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100012;121690010105012519594000012;2025-01-05 22:17:00;NEO STATION;DINE IN;OCES;kiki;cash;Sale;;tamu 12;25-0010;EJ PEACE FRIED RICE;TEPPANYAKI FRIED RICE;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100012;121690010105012519594000012;2025-01-05 22:17:00;NEO STATION;DINE IN;OCES;kiki;cash;Sale;;tamu 12;25-0010;CHOCOLATTE;NON COFFEE;;Caramel 1X;1; 31.000 ; 31.000 ; 0 ; 0 ; 0 ; 31.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 31.000 ;Neo Station;;;;;;;-
0010100001;121690010106012507263800001;2025-01-06 07:26:38;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0011;MIX PLATTER;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100001;121690010106012507263800001;2025-01-06 07:26:38;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0011;CAPPUCCINO;COFFEE;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100002;121690010106012510034700002;2025-01-06 10:51:43;NEO STATION;DINE IN;DHIKA;depankaca;QR MANDIRI;Sale;;tamu 11;25-0011;LEMON TEA;TEA;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100002;121690010106012510034700002;2025-01-06 10:51:43;NEO STATION;DINE IN;DHIKA;depankaca;QR MANDIRI;Sale;;tamu 11;25-0011;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;2; 25.000 ; 50.000 ; 0 ; 0 ; 0 ; 50.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 50.000 ;Neo Station;;;;;;;-
0010100002;121690010106012510034700002;2025-01-06 10:51:43;NEO STATION;DINE IN;DHIKA;depankaca;QR MANDIRI;Sale;;tamu 11;25-0011;FRENCH FRIES;LIGHT MEALS;;;1; 23.000 ; 23.000 ; 0 ; 0 ; 0 ; 23.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 23.000 ;Neo Station;;;;;;;-
0010100002;121690010106012510034700002;2025-01-06 10:51:43;NEO STATION;DINE IN;DHIKA;depankaca;QR MANDIRI;Sale;;tamu 11;25-0011;Baileys Coffee;Coffee Signature;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100002;121690010106012510034700002;2025-01-06 10:51:43;NEO STATION;DINE IN;DHIKA;depankaca;QR MANDIRI;Sale;;tamu 11;25-0011;AMERICANO;COFFEE;;;1; 24.000 ; 24.000 ; 0 ; 0 ; 0 ; 24.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 24.000 ;Neo Station;;;;;;;-
0010100003;121690010106012511365300003;2025-01-06 11:36:53;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0011;HOT ESPRESSOO;COFFEE;;;1; 18.000 ; 18.000 ; 0 ; 0 ; 0 ; 18.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 18.000 ;Neo Station;;;;;;;-
0010100003;121690010106012511365300003;2025-01-06 11:36:53;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0011;BEEF YAKINIKU;MAIN COURSE ASIAN;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100004;121690010106012511531700004;2025-01-06 13:31:54;NEO STATION;DINE IN;DHIKA;depan cermin;QR MANDIRI;Sale;;tamu 3;25-0011;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100004;121690010106012511531700004;2025-01-06 13:31:54;NEO STATION;DINE IN;DHIKA;depan cermin;QR MANDIRI;Sale;;tamu 3;25-0011;AMERICANO;COFFEE;;;1; 24.000 ; 24.000 ; 0 ; 0 ; 0 ; 24.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 24.000 ;Neo Station;;;;;;;-
0010100004;121690010106012511531700004;2025-01-06 13:31:54;NEO STATION;DINE IN;DHIKA;depan cermin;QR MANDIRI;Sale;;tamu 3;25-0011;AMERICANO;COFFEE;;;1; 24.000 ; 24.000 ; 0 ; 0 ; 0 ; 24.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 24.000 ;Neo Station;;;;;;;-
0010100005;121690010106012515033200005;2025-01-06 15:03:32;NEO STATION;DINE IN;DHIKA;;QR MANDIRI;Sale;;;25-0011;Painting Bundling;Bundling Package;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100001;121690010106012516005500001;2025-01-06 16:00:55;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0012;MINERAL WATER;ADDITIONIONAL BAR;;;1; 3.000 ; 3.000 ; 0 ; 0 ; 0 ; 3.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3.000 ;Neo Station;;;;;;;-
0010100001;121690010106012516005500001;2025-01-06 16:00:55;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0012;MIX PLATTER;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100026;121690010103122420293800026;2025-01-06 17:03:53;NEO STATION;DINE IN;OCES;damdag;cash;Sale;;88;25-0012;NASI BANGSAWAN;MAIN COURSE ASIAN;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100026;121690010103122420293800026;2025-01-06 17:03:53;NEO STATION;DINE IN;OCES;damdag;cash;Sale;;88;25-0012;Baileys Creamy;Coffee Signature;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100026;121690010103122420293800026;2025-01-06 17:03:53;NEO STATION;DINE IN;OCES;damdag;cash;Sale;;88;25-0012;CAFFE LATTE;COFFEE;;;1; 28.000 ; 28.000 ; 0 ; 0 ; 0 ; 28.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 28.000 ;Neo Station;;;;;;;-
0010100026;121690010103122420293800026;2025-01-06 17:03:53;NEO STATION;DINE IN;OCES;damdag;cash;Sale;;88;25-0012;SPAGHETTI CARBONARA;PASTA;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100026;121690010103122420293800026;2025-01-06 17:03:53;NEO STATION;DINE IN;OCES;damdag;cash;Sale;;88;25-0012;STAR SYNDROME;NON COFFEE;;;1; 27.000 ; 27.000 ; 0 ; 0 ; 0 ; 27.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 27.000 ;Neo Station;;;;;;;-
0010100002;121690010106012517523300002;2025-01-06 17:52:33;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0012;Baileys Coffee;Coffee Signature;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100003;121690010106012517532100003;2025-01-06 17:53:21;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0012;Baileys Coffee;Coffee Signature;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100004;121690010106012517581600004;2025-01-06 17:58:16;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0012;LEMON TEA;TEA;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100004;121690010106012517581600004;2025-01-06 17:58:16;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0012;NASI TIMBEL;NUSANTARA;;;1; 30.000 ; 30.000 ; 0 ; 0 ; 0 ; 30.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 30.000 ;Neo Station;;;;;;;-
0010100005;121690010106012518012100005;2025-01-06 18:01:21;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0012;Painting Bundling;Bundling Package;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100006;121690010106012518365400006;2025-01-06 18:36:54;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0012;SPAGHETTI CARBONARA;PASTA;;;1; 35.000 ; 35.000 ; 0 ; 0 ; 0 ; 35.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 35.000 ;Neo Station;;;;;;;-
0010100006;121690010106012518365400006;2025-01-06 18:36:54;NEO STATION;DINE IN;OCES;;cash;Sale;;;25-0012;CHOCOLATTE;NON COFFEE;;;1; 26.000 ; 26.000 ; 0 ; 0 ; 0 ; 26.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 26.000 ;Neo Station;;;;;;;-
0010100007;121690010106012518395100007;2025-01-06 18:39:51;NEO STATION;DINE IN;OCES;;QR MANDIRI;Sale;;;25-0012;EJ PEACE COFFEE SIGNATURE;Coffee Signature;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100008;121690010106012519175600008;2025-01-06 22:27:28;NEO STATION;DINE IN;OCES;fandi;QR MANDIRI;Sale;;tamu 9;25-0012;LEMON TEA;TEA;;;2; 20.000 ; 40.000 ; 0 ; 0 ; 0 ; 40.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 40.000 ;Neo Station;;;;;;;-
0010100008;121690010106012519175600008;2025-01-06 22:27:28;NEO STATION;DINE IN;OCES;fandi;QR MANDIRI;Sale;;tamu 9;25-0012;ROTI BAKAR;SWEET BITES;;chocolatte 1X;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100008;121690010106012519175600008;2025-01-06 22:27:28;NEO STATION;DINE IN;OCES;fandi;QR MANDIRI;Sale;;tamu 9;25-0012;CHICKEN SPICY WINGS;LIGHT MEALS;;;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100008;121690010106012519175600008;2025-01-06 22:27:28;NEO STATION;DINE IN;OCES;fandi;QR MANDIRI;Sale;;tamu 9;25-0012;ONION RINGS;LIGHT MEALS;;;1; 20.000 ; 20.000 ; 0 ; 0 ; 0 ; 20.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 20.000 ;Neo Station;;;;;;;-
0010100008;121690010106012519175600008;2025-01-06 22:27:28;NEO STATION;DINE IN;OCES;fandi;QR MANDIRI;Sale;;tamu 9;25-0012;SPAGHETTI AGLIO OLIO;PASTA;;;1; 32.000 ; 32.000 ; 0 ; 0 ; 0 ; 32.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 32.000 ;Neo Station;;;;;;;-
0010100008;121690010106012519175600008;2025-01-06 22:27:28;NEO STATION;DINE IN;OCES;fandi;QR MANDIRI;Sale;;tamu 9;25-0012;MINERAL WATER;ADDITIONIONAL BAR;;;1; 3.000 ; 3.000 ; 0 ; 0 ; 0 ; 3.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3.000 ;Neo Station;;;;;;;-
0010100008;121690010106012519175600008;2025-01-06 22:27:28;NEO STATION;DINE IN;OCES;fandi;QR MANDIRI;Sale;;tamu 9;25-0012;Sweet Ice Tea;TEA;;;1; 18.000 ; 18.000 ; 0 ; 0 ; 0 ; 18.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 18.000 ;Neo Station;;;;;;;-
0010100008;121690010106012519175600008;2025-01-06 22:27:28;NEO STATION;DINE IN;OCES;fandi;QR MANDIRI;Sale;;tamu 9;25-0012;AMERICANO;COFFEE;;;1; 24.000 ; 24.000 ; 0 ; 0 ; 0 ; 24.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 24.000 ;Neo Station;;;;;;;-
0010100009;121690010106012520451600009;2025-01-06 22:28:28;NEO STATION;DINE IN;OCES;zaenal;cash;Sale;;tamu 1;25-0012;ROTI BAKAR;SWEET BITES;;Keju 1X;1; 25.000 ; 25.000 ; 0 ; 0 ; 0 ; 25.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 25.000 ;Neo Station;;;;;;;-
0010100009;121690010106012520451600009;2025-01-06 22:28:28;NEO STATION;DINE IN;OCES;zaenal;cash;Sale;;tamu 1;25-0012;CAPPUCCINO;COFFEE;;;3; 28.000 ; 84.000 ; 0 ; 0 ; 0 ; 84.000 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 84.000 ;Neo Station;;;;;;;-
